,continentEnglishName,countryName,countryEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount,updateTime
6539,Asia,卡塔尔,Qatar,537,0.0,41,0,2020-03-26
6540,South America,阿根廷,Argentina,502,0.0,1,8,2020-03-26
6541,Asia,新加坡,Singapore,631,0.0,152,2,2020-03-26
6542,South America,秘鲁,Peru,480,0.0,1,5,2020-03-26
6543,North America,墨西哥,Mexico,475,0.0,1,6,2020-03-26
6544,South America,哥伦比亚,Colombia,470,0.0,6,3,2020-03-26
6545,Europe,克罗地亚,Croatia,442,0.0,5,1,2020-03-26
6546,Europe,爱沙尼亚,Estonia,404,0.0,4,1,2020-03-26
6547,Europe,塞尔维亚,Republic of Serbia,384,0.0,0,4,2020-03-26
6548,Asia,黎巴嫩,Lebanon,333,0.0,8,4,2020-03-26
6549,North America,多米尼加,Dominican Republic,312,0.0,0,6,2020-03-26
6550,Asia,阿联酋,United Arab Emirates,333,0.0,52,2,2020-03-26
6551,Europe,立陶宛,Lithuania,255,0.0,1,3,2020-03-26
6552,Asia,亚美尼亚,Armenia,265,0.0,16,0,2020-03-26
6553,Europe,保加利亚,Bulgaria,242,0.0,3,3,2020-03-26
6554,Asia,巴林,Bahrain,419,0.0,190,4,2020-03-26
6555,Europe,拉脱维亚,Latvia,221,0.0,0,0,2020-03-26
6556,Africa,摩洛哥,Morocco,225,0.0,7,6,2020-03-26
6557,South America,乌拉圭,Uruguay,217,0.0,6,0,2020-03-26
6558,Europe,斯洛伐克,Slovakia,216,0.0,7,0,2020-03-26
6559,Oceania,新西兰,New Zealand,205,4.0,0,0,2020-03-26
6560,North America,哥斯达黎加,Costa Rica,201,0.0,0,2,2020-03-26
6561,Europe,匈牙利,Hungary,226,0.0,21,10,2020-03-26
6562,Europe,安道尔,Andorra,188,0.0,1,1,2020-03-26
6563,Europe,波黑,Bosnia and Herzegovina,176,0.0,2,3,2020-03-26
6564,Asia,约旦,Jordan,172,0.0,1,0,2020-03-26
6565,Africa,突尼斯,Tunisia,173,0.0,0,5,2020-03-26
6566,Asia,科威特,Kuwait,195,0.0,43,0,2020-03-26
6567,Europe,摩尔多瓦,Moldova,149,0.0,1,1,2020-03-26
6568,Europe,北马其顿,North Macedonia,148,0.0,1,2,2020-03-26
6569,Europe,乌克兰,Ukraine,145,0.0,1,5,2020-03-26
6570,Europe,阿尔巴尼亚,Albania,146,0.0,10,5,2020-03-26
6571,Asia,塞浦路斯,Cyprus,132,0.0,0,3,2020-03-26
6572,Others,钻石公主号邮轮,Diamond Princess Cruise Ship,712,0.0,574,10,2020-03-26
6573,Asia,越南,Vietnam,141,0.0,17,0,2020-03-26
6574,Europe,法罗群岛,Faroe,122,0.0,0,0,2020-03-26
6575,Europe,马耳他,Malta,120,0.0,0,0,2020-03-26
6576,South America,委内瑞拉,Venezuela,106,0.0,0,0,2020-03-26
6577,Africa,布基纳法索,Burkina Faso,114,0.0,5,4,2020-03-26
6578,Asia,文莱,Brunei,109,0.0,4,0,2020-03-26
6579,Asia,斯里兰卡,SriLanka,102,0.0,1,0,2020-03-26
6580,Asia,哈萨克斯坦,Kazakstan,97,0.0,2,0,2020-03-26
6581,Oceania,澳大利亚,Australia,2799,0.0,27,12,2020-03-26
6582,Europe,瑞典,Sweden,2510,0.0,17,42,2020-03-26
6583,South America,巴西,Brazil,2433,0.0,0,57,2020-03-26
6584,Asia,土耳其,Turkey,2433,0.0,0,59,2020-03-26
6585,Asia,以色列,Israel,2369,0.0,58,5,2020-03-26
6586,Asia,哈萨克斯坦,Kazakstan,97,0.0,2,0,2020-03-26
6605,Oceania,澳大利亚,Australia,2799,0.0,27,12,2020-03-26
6606,Europe,瑞典,Sweden,2510,0.0,17,42,2020-03-26
6607,South America,巴西,Brazil,2433,0.0,0,57,2020-03-26
6608,Asia,土耳其,Turkey,2433,0.0,0,59,2020-03-26
6609,Asia,以色列,Israel,2369,0.0,58,5,2020-03-26
6629,Europe,挪威,Norway,3041,0.0,0,14,2020-03-26
6630,Europe,瑞典,Sweden,2510,0.0,17,42,2020-03-26
6631,Asia,以色列,Israel,2369,0.0,58,5,2020-03-26
6632,Oceania,澳大利亚,Australia,2317,0.0,27,12,2020-03-26
6633,Europe,丹麦,Denmark,1724,0.0,1,34,2020-03-26
6634,Europe,捷克,Czech Republic,1654,0.0,10,10,2020-03-26
6635,Europe,爱尔兰,Ireland,1564,0.0,0,9,2020-03-26
6636,Europe,卢森堡,Luxembourg,1333,0.0,0,8,2020-03-26
6637,Asia,巴基斯坦,Pakistan,1016,0.0,6,7,2020-03-26
6638,Asia,泰国,Thailand,1045,0.0,70,4,2020-03-26
6639,South America,智利,Chile,922,0.0,17,2,2020-03-26
6640,Europe,波兰,Poland,901,0.0,13,10,2020-03-26
6641,Asia,沙特阿拉伯,Saudi Arabia,900,0.0,29,2,2020-03-26
6642,Europe,芬兰,Finland,880,0.0,10,3,2020-03-26
6643,Europe,罗马尼亚,Romania,907,0.0,31,17,2020-03-26
6644,Europe,冰岛,Iceland,739,0.0,0,2,2020-03-26
6645,Africa,南非,South Africa,709,0.0,0,0,2020-03-26
6646,Europe,俄罗斯,Russia,658,0.0,29,1,2020-03-26
6647,Asia,印度,India,649,0.0,42,13,2020-03-26
6648,Asia,菲律宾,Philippines,636,0.0,26,38,2020-03-26
6649,North America,巴拿马,Panama,558,0.0,0,6,2020-03-26
6650,Europe,斯洛文尼亚,Slovenia,526,0.0,0,5,2020-03-26
6651,Asia,卡塔尔,Qatar,537,0.0,41,0,2020-03-26
6652,South America,阿根廷,Argentina,502,0.0,1,8,2020-03-26
6653,Asia,新加坡,Singapore,631,0.0,152,2,2020-03-26
6654,South America,秘鲁,Peru,480,0.0,1,5,2020-03-26
6655,North America,墨西哥,Mexico,475,0.0,1,6,2020-03-26
6656,South America,哥伦比亚,Colombia,470,0.0,6,3,2020-03-26
6657,Europe,克罗地亚,Croatia,442,0.0,5,1,2020-03-26
6658,Europe,爱沙尼亚,Estonia,404,0.0,4,1,2020-03-26
6659,Europe,塞尔维亚,Republic of Serbia,384,0.0,0,4,2020-03-26
6660,Asia,黎巴嫩,Lebanon,333,0.0,8,4,2020-03-26
6661,North America,多米尼加,Dominican Republic,312,0.0,0,6,2020-03-26
6662,Asia,阿联酋,United Arab Emirates,333,0.0,52,2,2020-03-26
6663,Europe,立陶宛,Lithuania,255,0.0,1,3,2020-03-26
6664,Asia,亚美尼亚,Armenia,265,0.0,16,0,2020-03-26
6665,Europe,保加利亚,Bulgaria,242,0.0,3,3,2020-03-26
6666,Asia,巴林,Bahrain,419,0.0,190,4,2020-03-26
6667,Europe,拉脱维亚,Latvia,221,0.0,0,0,2020-03-26
6668,Africa,摩洛哥,Morocco,225,0.0,7,6,2020-03-26
6669,South America,乌拉圭,Uruguay,217,0.0,6,0,2020-03-26
6670,Europe,斯洛伐克,Slovakia,216,0.0,7,0,2020-03-26
6671,Oceania,新西兰,New Zealand,205,4.0,0,0,2020-03-26
6672,North America,哥斯达黎加,Costa Rica,201,0.0,0,2,2020-03-26
6673,Europe,匈牙利,Hungary,226,0.0,21,10,2020-03-26
6674,Europe,安道尔,Andorra,188,0.0,1,1,2020-03-26
6675,Europe,波黑,Bosnia and Herzegovina,176,0.0,2,3,2020-03-26
6676,Asia,约旦,Jordan,172,0.0,1,0,2020-03-26
6677,Africa,突尼斯,Tunisia,173,0.0,0,5,2020-03-26
6678,Asia,科威特,Kuwait,195,0.0,43,0,2020-03-26
6679,Europe,摩尔多瓦,Moldova,149,0.0,1,1,2020-03-26
6680,Europe,北马其顿,North Macedonia,148,0.0,1,2,2020-03-26
6681,Europe,乌克兰,Ukraine,145,0.0,1,5,2020-03-26
6682,Europe,阿尔巴尼亚,Albania,146,0.0,10,5,2020-03-26
6683,Asia,塞浦路斯,Cyprus,132,0.0,0,3,2020-03-26
6684,Others,钻石公主号邮轮,Diamond Princess Cruise Ship,712,0.0,574,10,2020-03-26
6685,Asia,越南,Vietnam,141,0.0,17,0,2020-03-26
6686,Europe,法罗群岛,Faroe,122,0.0,0,0,2020-03-26
6687,Europe,马耳他,Malta,120,0.0,0,0,2020-03-26
6688,South America,委内瑞拉,Venezuela,106,0.0,0,0,2020-03-26
6689,Africa,布基纳法索,Burkina Faso,114,0.0,5,4,2020-03-26
6690,Asia,文莱,Brunei,109,0.0,4,0,2020-03-26
6691,Asia,斯里兰卡,SriLanka,102,0.0,1,0,2020-03-26
6692,Asia,哈萨克斯坦,Kazakstan,88,0.0,2,0,2020-03-26
6693,Asia,蒙古,Mongolia,11,0.0,0,0,2020-03-26
6694,Europe,挪威,Norway,3041,0.0,0,14,2020-03-26
6695,Europe,瑞典,Sweden,2510,0.0,17,42,2020-03-26
6696,Asia,以色列,Israel,2369,0.0,58,5,2020-03-26
6697,Oceania,澳大利亚,Australia,2317,0.0,27,12,2020-03-26
6698,Europe,丹麦,Denmark,1724,0.0,1,34,2020-03-26
6699,Europe,捷克,Czech Republic,1654,0.0,10,10,2020-03-26
6700,Europe,爱尔兰,Ireland,1564,0.0,0,9,2020-03-26
6701,Europe,卢森堡,Luxembourg,1333,0.0,0,8,2020-03-26
6702,Asia,巴基斯坦,Pakistan,1016,0.0,6,7,2020-03-26
6703,Asia,泰国,Thailand,1045,0.0,70,4,2020-03-26
6704,South America,智利,Chile,922,0.0,17,2,2020-03-26
6705,Europe,波兰,Poland,901,0.0,13,10,2020-03-26
6706,Asia,沙特阿拉伯,Saudi Arabia,900,0.0,29,2,2020-03-26
6707,Europe,芬兰,Finland,880,0.0,10,3,2020-03-26
6708,Europe,罗马尼亚,Romania,907,0.0,31,17,2020-03-26
6709,Europe,冰岛,Iceland,739,0.0,0,2,2020-03-26
6710,Africa,南非,South Africa,709,0.0,0,0,2020-03-26
6711,Europe,俄罗斯,Russia,658,0.0,29,1,2020-03-26
6712,Asia,印度,India,649,0.0,42,13,2020-03-26
6713,Asia,菲律宾,Philippines,636,0.0,26,38,2020-03-26
6714,North America,巴拿马,Panama,558,0.0,0,6,2020-03-26
6715,Europe,斯洛文尼亚,Slovenia,526,0.0,0,5,2020-03-26
6716,Asia,卡塔尔,Qatar,537,0.0,41,0,2020-03-26
6717,South America,阿根廷,Argentina,502,0.0,1,8,2020-03-26
6718,Asia,新加坡,Singapore,631,0.0,152,2,2020-03-26
6719,South America,秘鲁,Peru,480,0.0,1,5,2020-03-26
6720,North America,墨西哥,Mexico,475,0.0,1,6,2020-03-26
6721,South America,哥伦比亚,Colombia,470,0.0,6,3,2020-03-26
6722,Europe,克罗地亚,Croatia,442,0.0,5,1,2020-03-26
6723,Europe,爱沙尼亚,Estonia,404,0.0,4,1,2020-03-26
6724,Europe,塞尔维亚,Republic of Serbia,384,0.0,0,4,2020-03-26
6725,Asia,黎巴嫩,Lebanon,333,0.0,8,4,2020-03-26
6726,North America,多米尼加,Dominican Republic,312,0.0,0,6,2020-03-26
6727,Asia,阿联酋,United Arab Emirates,333,0.0,52,2,2020-03-26
6728,Europe,立陶宛,Lithuania,255,0.0,1,3,2020-03-26
6729,Asia,亚美尼亚,Armenia,265,0.0,16,0,2020-03-26
6730,Europe,保加利亚,Bulgaria,242,0.0,3,3,2020-03-26
6731,Asia,巴林,Bahrain,419,0.0,190,4,2020-03-26
6732,Europe,拉脱维亚,Latvia,221,0.0,0,0,2020-03-26
6733,Africa,摩洛哥,Morocco,225,0.0,7,6,2020-03-26
6734,South America,乌拉圭,Uruguay,217,0.0,6,0,2020-03-26
6735,Europe,斯洛伐克,Slovakia,216,0.0,7,0,2020-03-26
6736,Oceania,新西兰,New Zealand,205,4.0,0,0,2020-03-26
6737,North America,哥斯达黎加,Costa Rica,201,0.0,0,2,2020-03-26
6738,Europe,匈牙利,Hungary,226,0.0,21,10,2020-03-26
6739,Europe,安道尔,Andorra,188,0.0,1,1,2020-03-26
6740,Europe,波黑,Bosnia and Herzegovina,176,0.0,2,3,2020-03-26
6741,Asia,约旦,Jordan,172,0.0,1,0,2020-03-26
6742,Africa,突尼斯,Tunisia,173,0.0,0,5,2020-03-26
6743,Asia,科威特,Kuwait,195,0.0,43,0,2020-03-26
6744,Europe,摩尔多瓦,Moldova,149,0.0,1,1,2020-03-26
6745,Europe,北马其顿,North Macedonia,148,0.0,1,2,2020-03-26
6746,Europe,乌克兰,Ukraine,145,0.0,1,5,2020-03-26
6747,Europe,阿尔巴尼亚,Albania,146,0.0,10,5,2020-03-26
6748,Asia,塞浦路斯,Cyprus,132,0.0,0,3,2020-03-26
6749,Others,钻石公主号邮轮,Diamond Princess Cruise Ship,712,0.0,574,10,2020-03-26
6750,Asia,越南,Vietnam,141,0.0,17,0,2020-03-26
6751,Europe,法罗群岛,Faroe,122,0.0,0,0,2020-03-26
6752,Europe,马耳他,Malta,120,0.0,0,0,2020-03-26
6753,South America,委内瑞拉,Venezuela,106,0.0,0,0,2020-03-26
6754,Africa,布基纳法索,Burkina Faso,114,0.0,5,4,2020-03-26
6755,Asia,文莱,Brunei,109,0.0,4,0,2020-03-26
6756,Asia,斯里兰卡,SriLanka,102,0.0,1,0,2020-03-26
6757,Asia,哈萨克斯坦,Kazakstan,88,0.0,2,0,2020-03-26
6790,North America,美国,United States of America,68960,0.0,361,1041,2020-03-26
6791,Europe,意大利,Italy,74386,0.0,9362,7503,2020-03-26
6792,Europe,西班牙,Spain,47610,0.0,5367,3434,2020-03-26
6793,Europe,德国,Germany,35743,0.0,3290,187,2020-03-26
6794,Europe,法国,France,25233,0.0,3900,1331,2020-03-26
6795,Asia,伊朗,Iran,27017,0.0,9625,2077,2020-03-26
6796,Europe,瑞士,Switzerland,9765,0.0,3,103,2020-03-26
6797,Europe,英国,United Kingdom,9529,0.0,135,465,2020-03-26
6798,Europe,荷兰,Netherlands,6412,0.0,0,356,2020-03-26
6799,Europe,奥地利,Austria,5560,0.0,9,30,2020-03-26
6800,Asia,韩国,Korea,9241,0.0,4144,131,2020-03-26
6802,Europe,比利时,Belgium,4973,0.0,350,178,2020-03-26
6803,North America,加拿大,Canada,3409,0.0,183,36,2020-03-26
6804,Europe,挪威,Norway,3041,0.0,0,14,2020-03-26
6805,Europe,葡萄牙,Portugal,2995,0.0,22,33,2020-03-26
6806,Europe,瑞典,Sweden,2510,0.0,17,42,2020-03-26
6807,South America,巴西,Brazil,2433,0.0,0,57,2020-03-26
6808,Asia,土耳其,Turkey,2433,0.0,0,59,2020-03-26
6809,Asia,以色列,Israel,2369,0.0,58,5,2020-03-26
6810,Oceania,澳大利亚,Australia,2317,0.0,27,8,2020-03-26
6811,Europe,丹麦,Denmark,1724,0.0,1,34,2020-03-26
6812,Europe,捷克,Czech Republic,1654,0.0,10,10,2020-03-26
6813,Asia,马来西亚,Malaysia,1796,0.0,199,19,2020-03-26
6814,Europe,爱尔兰,Ireland,1564,0.0,0,9,2020-03-26
6815,Europe,卢森堡,Luxembourg,1333,0.0,0,8,2020-03-26
6816,South America,厄瓜多尔,Ecuador,1049,0.0,0,27,2020-03-26
6817,Asia,巴基斯坦,Pakistan,1016,0.0,6,7,2020-03-26
6818,Asia,日本,Japan,1277,0.0,285,44,2020-03-26
6819,South America,智利,Chile,922,0.0,17,2,2020-03-26
6820,Europe,波兰,Poland,901,0.0,13,10,2020-03-26
6821,Asia,沙特阿拉伯,Saudi Arabia,900,0.0,29,2,2020-03-26
6822,Europe,芬兰,Finland,880,0.0,10,3,2020-03-26
6823,Asia,泰国,Thailand,934,0.0,70,4,2020-03-26
6824,Europe,罗马尼亚,Romania,907,0.0,31,17,2020-03-26
6825,Europe,希腊,Greece,821,0.0,19,22,2020-03-26
6826,Europe,冰岛,Iceland,739,0.0,0,2,2020-03-26
6827,Asia,印度尼西亚,Indonesia,790,0.0,9,58,2020-03-26
6828,Africa,南非,South Africa,709,0.0,0,0,2020-03-26
6829,Europe,俄罗斯,Russia,658,0.0,29,1,2020-03-26
6830,Asia,菲律宾,Philippines,636,0.0,26,38,2020-03-26
6831,Asia,印度,India,606,0.0,42,10,2020-03-26
6832,North America,巴拿马,Panama,558,0.0,0,6,2020-03-26
6833,Europe,斯洛文尼亚,Slovenia,526,0.0,0,5,2020-03-26
6834,Asia,卡塔尔,Qatar,537,0.0,41,0,2020-03-26
6835,South America,阿根廷,Argentina,502,0.0,1,8,2020-03-26
6836,Asia,新加坡,Singapore,631,0.0,152,2,2020-03-26
6837,South America,秘鲁,Peru,480,0.0,1,5,2020-03-26
6838,North America,墨西哥,Mexico,475,0.0,1,6,2020-03-26
6839,South America,哥伦比亚,Colombia,470,0.0,6,3,2020-03-26
6840,Europe,克罗地亚,Croatia,442,0.0,5,1,2020-03-26
6841,Europe,爱沙尼亚,Estonia,404,0.0,4,1,2020-03-26
6842,Europe,塞尔维亚,Republic of Serbia,384,0.0,0,4,2020-03-26
6843,Africa,埃及,Egypt,456,0.0,95,21,2020-03-26
6844,Asia,黎巴嫩,Lebanon,333,0.0,8,4,2020-03-26
6845,North America,多米尼加,Dominican Republic,312,0.0,0,6,2020-03-26
6846,Asia,阿联酋,United Arab Emirates,333,0.0,52,2,2020-03-26
6847,Africa,阿尔及利亚,Algeria,302,0.0,12,21,2020-03-26
6848,Europe,立陶宛,Lithuania,255,0.0,1,3,2020-03-26
6849,Asia,亚美尼亚,Armenia,265,0.0,16,0,2020-03-26
6850,Europe,保加利亚,Bulgaria,242,0.0,3,3,2020-03-26
6851,Asia,伊拉克,Iraq,346,0.0,89,29,2020-03-26
6852,Asia,巴林,Bahrain,419,0.0,190,4,2020-03-26
6853,Europe,拉脱维亚,Latvia,221,0.0,0,0,2020-03-26
6854,Africa,摩洛哥,Morocco,225,0.0,7,6,2020-03-26
6855,South America,乌拉圭,Uruguay,217,0.0,6,0,2020-03-26
6856,Europe,斯洛伐克,Slovakia,216,0.0,7,0,2020-03-26
6857,Oceania,新西兰,New Zealand,205,4.0,0,0,2020-03-26
6858,North America,哥斯达黎加,Costa Rica,201,0.0,0,2,2020-03-26
6859,Europe,匈牙利,Hungary,226,0.0,21,10,2020-03-26
6860,Europe,安道尔,Andorra,188,0.0,1,1,2020-03-26
6861,Europe,波黑,Bosnia and Herzegovina,176,0.0,2,3,2020-03-26
6862,Asia,约旦,Jordan,172,0.0,1,0,2020-03-26
6863,Africa,突尼斯,Tunisia,173,0.0,0,5,2020-03-26
6864,Europe,圣马力诺,San Marino,187,0.0,2,21,2020-03-26
6865,Asia,科威特,Kuwait,195,0.0,43,0,2020-03-26
6866,Europe,摩尔多瓦,Moldova,149,0.0,1,1,2020-03-26
6867,Europe,北马其顿,North Macedonia,148,0.0,1,2,2020-03-26
6868,Europe,乌克兰,Ukraine,145,0.0,1,5,2020-03-26
6869,Europe,阿尔巴尼亚,Albania,146,0.0,10,5,2020-03-26
6870,Asia,塞浦路斯,Cyprus,132,0.0,0,3,2020-03-26
6871,Others,钻石公主号邮轮,Diamond Princess Cruise Ship,712,0.0,574,10,2020-03-26
6872,Asia,越南,Vietnam,141,0.0,17,0,2020-03-26
6873,Europe,法罗群岛,Faroe,122,0.0,0,0,2020-03-26
6874,Europe,马耳他,Malta,120,0.0,0,0,2020-03-26
6875,South America,委内瑞拉,Venezuela,106,0.0,0,0,2020-03-26
6876,Africa,布基纳法索,Burkina Faso,114,0.0,5,4,2020-03-26
6877,Asia,文莱,Brunei,109,0.0,4,0,2020-03-26
6878,Asia,斯里兰卡,SriLanka,102,0.0,1,0,2020-03-26
6879,Asia,柬埔寨,Kampuchea (Cambodia ),96,0.0,2,0,2020-03-26
6880,Asia,哈萨克斯坦,Kazakstan,88,0.0,2,0,2020-03-26
6881,Africa,留尼旺,Reunion,83,0.0,0,0,2020-03-26
6882,Asia,阿曼,Oman,99,0.0,17,0,2020-03-26
6883,Asia,阿富汗,Afghanistan,84,0.0,0,2,2020-03-26
6884,Asia,阿塞拜疆,Azerbaijan,93,0.0,10,2,2020-03-26
6885,Africa,塞内加尔,Senegal,86,0.0,8,0,2020-03-26
6886,North America,瓜德罗普岛,,73,0.0,0,0,2020-03-26
6887,Africa,科特迪瓦,Ivory Coast,73,0.0,3,0,2020-03-26
6888,Africa,喀麦隆,Cameroon,72,0.0,3,1,2020-03-26
6889,Africa,加纳,Ghana,68,0.0,0,3,2020-03-26
6890,Europe,白俄罗斯,Belarus,86,0.0,22,0,2020-03-26
6891,Asia,格鲁吉亚,Georgia,73,0.0,10,0,2020-03-26
6892,North America,特立尼达和多巴哥,Trinidad and Tobago,57,0.0,0,0,2020-03-26
6893,North America,马提尼克,Martinique,57,0.0,0,0,2020-03-26
6894,Asia,乌兹别克斯坦,Uzbekistan,55,0.0,0,0,2020-03-26
6895,Europe,黑山,,53,0.0,0,0,2020-03-26
6896,North America,洪都拉斯,Honduras,52,0.0,0,0,2020-03-26
6897,Asia,巴勒斯坦,Palestine,64,0.0,16,1,2020-03-26
6898,North America,古巴,Cuba,48,0.0,0,1,2020-03-26
6899,Europe,列支敦士登,Liechtenstein,47,0.0,0,0,2020-03-26
6900,Africa,刚果（金）,Democratic Republic of the Congo,48,0.0,0,2,2020-03-26
6901,Africa,毛里求斯,Mauritius,48,0.0,0,2,2020-03-26
6902,Africa,尼日利亚,Nigeria,46,0.0,2,1,2020-03-26
6903,Asia,吉尔吉斯斯坦,,42,0.0,0,0,2020-03-26
6904,Africa,卢旺达,Republic of Rwanda,41,0.0,0,0,2020-03-26
6905,North America,波多黎各,Puerto Rico,39,0.0,0,2,2020-03-26
6906,South America,巴拉圭,Paraguay,37,0.0,0,3,2020-03-26
6907,Oceania,关岛,Guam,32,0.0,0,1,2020-03-26
6908,Asia,孟加拉国,Bangladesh,39,0.0,5,4,2020-03-26
6909,Europe,摩纳哥,Monaco,31,0.0,1,0,2020-03-26
6910,Africa,马约特,,30,0.0,0,0,2020-03-26
6911,South America,玻利维亚,Bolivia,28,0.0,0,0,2020-03-26
6912,Africa,肯尼亚,Kenya,28,0.0,1,0,2020-03-26
6913,Oceania,法属波利尼西亚,French Polynesia,25,0.0,0,0,2020-03-26
6914,South America,法属圭亚那,French Guiana,23,0.0,0,0,2020-03-26
6915,Europe,根西岛,Guernsey,23,0.0,0,0,2020-03-26
6916,Europe,马恩岛,,23,0.0,0,0,2020-03-26
6917,North America,牙买加,Jamaica,21,0.0,0,1,2020-03-26
6918,North America,危地马拉,Guatemala,21,0.0,0,1,2020-03-26
6919,Africa,多哥,Togo,20,0.0,1,0,2020-03-26
6920,Africa,马达加斯加,Madagascar,19,0.0,0,0,2020-03-26
6921,Europe,泽西岛,Bailiwick of Jersey,18,0.0,0,0,2020-03-26
6922,North America,巴巴多斯,Barbados,18,0.0,0,0,2020-03-26
6923,North America,美属维尔京群岛,,17,0.0,0,0,2020-03-26
6924,Europe,直布罗陀,Gibraltar,15,0.0,0,0,2020-03-26
6925,Africa,乌干达,Uganda,14,0.0,0,0,2020-03-26
6926,Asia,马尔代夫,Maldives,13,0.0,0,0,2020-03-26
6927,Africa,坦桑尼亚,Tanzania,13,0.0,1,0,2020-03-26
6928,North America,阿鲁巴,,12,0.0,0,0,2020-03-26
6929,Africa,赞比亚共和国,,12,0.0,0,0,2020-03-26
6930,Asia,蒙古,Mongolia,11,0.0,0,0,2020-03-26
6931,Africa,赤道几内亚,The Republic of Equatorial Guinea,11,0.0,0,0,2020-03-26
6932,Africa,吉布提,Djibouti,11,0.0,0,0,2020-03-26
6933,Oceania,新喀里多尼亚,,10,0.0,0,0,2020-03-26
6934,Africa,埃塞俄比亚,Ethiopia,12,0.0,4,0,2020-03-26
6935,North America,圣马丁岛,Sint Maarten,8,0.0,0,0,2020-03-26
6936,Africa,纳米比亚,Namibia,7,0.0,0,0,2020-03-26
6937,Africa,塞舌尔,Seychelles,7,0.0,0,0,2020-03-26
6938,Africa,尼日尔,Niger,7,0.0,0,0,2020-03-26
6939,North America,海地,Haiti,7,0.0,0,0,2020-03-26
6940,South America,苏里南,Suriname,6,0.0,0,0,2020-03-26
6941,North America,百慕大,,6,0.0,0,0,2020-03-26
6942,Africa,加蓬,Gabon,6,0.0,0,1,2020-03-26
6943,North America,库拉索岛,,6,0.0,0,1,2020-03-26
6944,Africa,斯威士兰,Swaziland,5,0.0,0,0,2020-03-26
6945,Africa,贝宁,Benin,5,0.0,0,0,2020-03-26
6946,North America,萨尔瓦多,EI Salvador,5,0.0,0,0,2020-03-26
6947,Africa,莫桑比克,Mozambique,5,0.0,0,0,2020-03-26
6948,Asia,叙利亚,Syria,5,0.0,0,0,2020-03-26
6949,South America,圭亚那,Guyana,5,0.0,0,1,2020-03-26
6950,North America,开曼群岛,Cayman Is,5,0.0,0,1,2020-03-26
6951,Africa,几内亚,Guinea,4,0.0,0,0,2020-03-26
6952,North America,巴哈马,Bahamas,4,0.0,0,0,2020-03-26
6953,Africa,中非共和国,Central African Republic,4,0.0,0,0,2020-03-26
6954,Africa,刚果（布）,,4,0.0,0,0,2020-03-26
6955,North America,格陵兰,,4,0.0,0,0,2020-03-26
6956,Oceania,斐济,Fiji,4,0.0,0,0,2020-03-26
6957,Africa,厄立特里亚,,4,0.0,0,0,2020-03-26
6958,North America,安提瓜和巴布达,Antigua and Barbuda,3,0.0,0,0,2020-03-26
6959,North America,圣卢西亚,St.Lucia,3,0.0,0,0,2020-03-26
6960,North America,圣巴泰勒米岛,,3,0.0,0,0,2020-03-26
6961,Africa,利比里亚,Liberia,3,0.0,0,0,2020-03-26
6962,Africa,乍得,Chad,3,0.0,0,0,2020-03-26
6963,Africa,安哥拉,Angola,3,0.0,0,0,2020-03-26
6964,Asia,缅甸,Burma,3,0.0,0,0,2020-03-26
6965,Asia,老挝,Laos,3,0.0,0,0,2020-03-26
6966,Africa,苏丹,Sudan,3,0.0,0,1,2020-03-26
6967,Africa,冈比亚,Gambia,3,0.0,0,1,2020-03-26
6968,Africa,津巴布韦,Zimbabwe,3,0.0,0,1,2020-03-26
6969,Africa,佛得角,,3,0.0,1,0,2020-03-26
6970,Asia,不丹,Kingdom of Bhutan,2,0.0,0,0,2020-03-26
6971,Africa,毛里塔尼亚,The Islamic Republic of Mauritania,2,0.0,0,0,2020-03-26
6972,North America,尼加拉瓜,Nicaragua,2,0.0,0,0,2020-03-26
6973,North America,多米尼克,,2,0.0,0,0,2020-03-26
6974,Africa,马里,Mali,2,0.0,0,0,2020-03-26
6975,Africa,几内亚比绍,,2,0.0,0,0,2020-03-26
6976,Asia,尼泊尔,Nepal,2,0.0,1,0,2020-03-26
6977,Europe,梵蒂冈,Status Civitatis Vaticanae,1,0.0,0,0,2020-03-26
6978,North America,圣文森特和格林纳丁斯,Saint Vincent and the Grenadines,1,0.0,0,0,2020-03-26
6979,Africa,索马里,Somali,1,0.0,0,0,2020-03-26
6980,Asia,东帝汶,,1,0.0,0,0,2020-03-26
6981,Oceania,巴布亚新几内亚,Papua New Cuinea,1,0.0,0,0,2020-03-26
6982,North America,蒙特塞拉特,,1,0.0,0,0,2020-03-26
6983,North America,伯利兹,Belize,1,0.0,0,0,2020-03-26
6984,North America,格林那达,,1,0.0,0,0,2020-03-26
6985,North America,特克斯和凯科斯群岛,,1,0.0,0,0,2020-03-26
6986,Africa,利比亚,Libya,1,0.0,0,0,2020-03-26
7003,North America,美国,United States of America,68960,0.0,361,1041,2020-03-26
7004,Europe,意大利,Italy,74386,0.0,9362,7503,2020-03-26
7005,Europe,西班牙,Spain,47610,0.0,5367,3434,2020-03-26
7006,Europe,德国,Germany,35743,0.0,3290,187,2020-03-26
7007,Europe,法国,France,25233,0.0,3900,1331,2020-03-26
7008,Asia,伊朗,Iran,27017,0.0,9625,2077,2020-03-26
7009,Europe,瑞士,Switzerland,9765,0.0,3,103,2020-03-26
7010,Europe,英国,United Kingdom,9529,0.0,135,465,2020-03-26
